id,class,mass,fall,year,lat,long,Elevation
5291.0,H5,7300.0,Fell,1874.0,36.08333,-78.06667,
5292.0,Stone-uncl,,Fell,1791.0,43.35,11.5,
5293.0,L6,94.0,Fell,1848.0,44.38333,-68.75,
5295.0,Stone-uncl,15000.0,Fell,1583.0,39.8,16.2,
5296.0,OC,1360.0,Fell,1810.0,36.5,-79.25,
5306.0,L3.7,1025.0,Fell,1988.0,26.46667,-105.23333000000001,
5307.0,H5,45.6,Fell,1956.0,43.2,-96.91667,
5308.0,H5,6460.0,Fell,1840.0,45.08333,8.3,
5313.0,L6,3700.0,Fell,1998.0,28.53333,109.31667,
5314.0,H6,0.5,Fell,1814.0,25.366670000000003,81.66667,
5315.0,LL3.4,8200.0,Fell,1907.0,25.85,83.48333000000001,
5316.0,L5,18300.0,Fell,1933.0,-30.78333,-58.05,
5320.0,L5,8800.0,Fell,1838.0,20.26667,76.01666999999999,
5321.0,L6,1100.0,Fell,1885.0,27.28333,79.05,
5322.0,H5,1810.0,Fell,1977.0,29.08333,111.75,
5325.0,L6,31500.0,Fell,1812.0,46.68333,1.05,
5328.0,"Iron, IVA",4300.0,Fell,1835.0,36.16667,-87.33333,
5329.0,H6,27000.0,Fell,1810.0,47.93333,1.56667,
5330.0,H6,12000.0,Fell,1834.0,29.48333,75.5,
5331.0,Martian (chassignite),4000.0,Fell,1815.0,47.71667,5.36667,
5332.0,L6,30000.0,Fell,1841.0,47.93333,2.91667,
5334.0,Howardite,2945.0,Fell,1925.0,41.93333,-7.46667,
5338.0,H4,2936.0,Fell,1988.0,-3.66667,32.5,
57165.0,LL5,100000.0,Fell,2013.0,54.816669999999995,61.11666999999999,
47347.0,H5,100000.0,Fell,2007.0,23.69639,-5.01472,
5339.0,H4,6000.0,Fell,1964.0,53.7,30.1,
5340.0,LL6,8400.0,Fell,1933.0,35.03333,-81.88333,
5341.0,L5,705.0,Fell,1901.0,46.55,6.816669999999999,
5342.0,Eucrite-mmict,1700.0,Fell,1939.0,50.83333,34.0,
5344.0,Stone-uncl,72.0,Fell,1880.0,14.5,76.5,
5345.0,H6,367.0,Fell,1981.0,17.9,101.63333,
5349.0,LL6,303.0,Fell,1938.0,40.93333,-79.73333000000001,
5355.0,"Iron, IIIAB",3920.0,Fell,1988.0,-10.059439999999999,33.395,
5356.0,L6,,Fell,1966.0,-17.35,13.96667,
5357.0,L6,4000.0,Fell,1978.0,47.47083,0.97667,
5364.0,L5,1600.0,Fell,1979.0,-6.95,108.1,
5374.0,L6,1455.0,Fell,1984.0,32.1025,-81.87278,
5383.0,L4,48.6,Fell,1822.0,,,
5395.0,L6,104000.0,Fell,1917.0,44.9,-90.28333,
5397.0,CM2,5200.0,Fell,1838.0,-33.13333,19.383329999999997,
5401.0,L6,469.0,Fell,1994.0,43.761109999999995,-84.50778000000001,
5403.0,H5,5000.0,Fell,1890.0,42.53333,12.61667,
5418.0,H4,20350.0,Fell,1965.0,-19.85,-47.55,
5451.0,H5,1200.0,Fell,1844.0,21.16667,-100.86667,
5465.0,L6,1460.0,Fell,1917.0,10.2,76.26666999999999,
5470.0,CM2,78.4,Fell,1936.0,35.95,-97.58333,
5474.0,H5,3650.0,Fell,1877.0,-27.7,27.3,
5476.0,H5,167.0,Fell,1892.0,35.63333,-78.13333,
5477.0,L5,4255.0,Fell,1902.0,54.61666999999999,-6.21667,
5496.0,Aubrite,17000.0,Fell,1919.0,36.83333,-84.35,
5500.0,L/LL4,6000.0,Fell,1877.0,38.4,-84.25,
5504.0,LL6,18000.0,Fell,1981.0,35.61667,8.83333,
5511.0,L6,5650.0,Fell,1878.0,26.91667,83.96667,
5513.0,EL6,1064.0,Fell,1868.0,-28.2,24.566670000000002,
5514.0,L6,2000.0,Fell,1868.0,34.4,-87.06667,
6603.0,H5,100.0,Fell,1804.0,49.86667,8.65,
6604.0,H5,7000.0,Fell,1998.0,41.98444,59.685,
51559.0,L5,6580.0,Fell,2008.0,-1.8708900000000002,-79.95756,
6621.0,H6,340.0,Fell,1887.0,43.0,-80.0,
6634.0,L6,28.0,Fell,1829.0,40.25,-74.0,
6642.0,L5,0.8,Fell,1897.0,28.566670000000002,77.25,
6649.0,L6,16400.0,Fell,1911.0,51.46667,84.76666999999999,
6660.0,L6,230.0,Fell,1967.0,39.7825,-104.93056000000001,
6664.0,H5,12500.0,Fell,2001.0,26.683329999999998,93.86667,
6693.0,H6,25400.0,Fell,1962.0,25.73333,73.61667,
6694.0,H3.8,12000.0,Fell,2001.0,19.0,81.0,
6696.0,L6,1140.0,Fell,1994.0,24.225,76.525,
6698.0,H3.8,45000.0,Fell,1976.0,22.377779999999998,71.42721999999999,
6699.0,OC,1800.0,Fell,1848.0,14.883329999999999,75.6,
7640.0,LL6,32000.0,Fell,1860.0,32.23333,76.46667,
47350.0,H3-5,3396.0,Fell,2007.0,37.35172,27.32997,
7642.0,L6,1000.0,Fell,1906.0,-33.75,18.566670000000002,
7649.0,H4,400.0,Fell,1957.0,-31.883329999999997,-60.46666999999999,
7652.0,H6,166000.0,Fell,1884.0,-7.5,111.5,
7656.0,H,3950.0,Fell,1961.0,12.73333,15.05,
7657.0,H5-6,10000.0,Fell,1999.0,36.95,9.55,
7658.0,H5,3840.0,Fell,1903.0,23.5,90.33333,
7659.0,L6,1600.0,Fell,1864.0,50.75,25.3,
7661.0,L5,438.0,Fell,1907.0,40.0,29.0,
7706.0,Mesosiderite,128800.0,Fell,1995.0,45.5,119.03333,
7707.0,H6,230.0,Fell,1899.0,21.866670000000003,82.45,
7708.0,LL6,5500.0,Fell,1970.0,32.91667,120.78333,
7718.0,H5-7,3891.0,Fell,1805.0,51.2,112.3,
7722.0,L6,1250.0,Fell,1962.0,13.05,3.16667,
7723.0,LL6,1161.0,Fell,1932.0,32.33333,-6.3,
7725.0,Stone-uncl,642.0,Fell,1976.0,-13.666670000000002,33.91667,
7728.0,L6,5000.0,Fell,1827.0,36.4,-86.5,
7731.0,H6,47700.0,Fell,1939.0,42.52,-82.26,
7736.0,L3-6,1900.0,Fell,1951.0,42.45833,18.441670000000002,
7743.0,L6,30.0,Fell,1999.0,-31.66667,152.83333000000002,
7745.0,H5,2270.0,Fell,1865.0,52.55,-8.03333,
7749.0,Stone-uncl,,Fell,1976.0,43.33333,128.25,
7750.0,L6,13200.0,Fell,1815.0,30.3,76.63333,
7752.0,L6,577.0,Fell,1853.0,-4.0,39.5,
7754.0,L6,2117.0,Fell,1943.0,33.43333,127.26666999999999,
7755.0,H4-6,3230.0,Fell,1970.0,-27.2,31.316670000000002,
7757.0,Ureilite,300.0,Fell,1872.0,26.25,82.0,
7758.0,Mesosiderite-A1,188.0,Fell,1933.0,-3.0,151.0,
7760.0,EL6,10000.0,Fell,1947.0,40.78167,-96.47166999999999,
7774.0,H5,2400.0,Fell,1961.0,-17.3,15.833329999999998,
7775.0,H5,3000.0,Fell,1785.0,48.9,11.21667,
7776.0,H4,3336.0,Fell,1939.0,56.03333000000001,13.0,
7777.0,H6,840.0,Fell,1916.0,28.26667,78.78333,
7807.0,L6,10000.0,Fell,1989.0,34.41667,3.25,
45977.0,H5,17226.0,Fell,1977.0,25.37,-97.37,
7819.0,L6,5000.0,Fell,1993.0,19.96722,-103.05167,
7822.0,LL6,680.5,Fell,1998.0,39.24667,-104.58816999999999,
7823.0,"Iron, IID",107000.0,Fell,1399.0,50.18333,12.73333,
7824.0,L5,54640.0,Fell,1951.0,47.83333,37.66667,
10019.0,Diogenite,1470.0,Fell,1925.0,51.75,4.0,
10033.0,Eucrite-mmict,127.0,Fell,1900.0,-29.46667,151.61667,
10038.0,H5,8000.0,Fell,1974.0,30.3,109.5,
10039.0,LL6,127000.0,Fell,1491.0,47.86667,7.35,
10041.0,H5,277.0,Fell,1822.0,48.18333,6.46667,
10042.0,CM2,113.0,Fell,1940.0,19.03333,81.89166999999999,
10043.0,Howardite,107.2,Fell,1911.0,40.3,44.5,
10044.0,L5,20000.0,Fell,1889.0,1.16667,44.16667,
10049.0,H6,2250.0,Fell,1812.0,52.21667,11.25,
10051.0,L6,1500.0,Fell,1837.0,46.25,-1.1,
10055.0,C2-ung,500.0,Fell,1957.0,2.88333,30.83333,
10059.0,Mesosiderite-A3/4,320000.0,Fell,1879.0,43.41667,-94.83333,
10074.0,L5,89400.0,Fell,1890.0,39.75,-97.03333,
10075.0,H4,56000.0,Fell,1934.0,35.55,-77.53333,
10078.0,H5,1500.0,Fell,1844.0,44.38333,2.8166700000000002,
10079.0,H4,2360.0,Fell,1934.0,36.05,-94.16667,
10080.0,H4,380.0,Fell,1875.0,36.88333,8.45,
10081.0,CO3.3,3200.0,Fell,1900.0,32.53333,-87.16667,
10086.0,H5,82.0,Fell,1924.0,34.6,116.75,
10088.0,OC,220.0,Fell,1889.0,36.1,-81.41667,
10091.0,H3-5,10200.0,Fell,1996.0,43.18111,13.753329999999998,
10107.0,L6,17600.0,Fell,1894.0,47.81667,-96.85,
10111.0,H3,3640.0,Fell,1922.0,30.83333,-97.76666999999999,
10119.0,H5,152000.0,Fell,1890.0,43.25,-93.66667,
10120.0,H4,26000.0,Fell,1942.0,-33.35,146.85833,
10123.0,L6,6067.0,Fell,1924.0,36.78333,-78.08333,
10163.0,H6,240.0,Fell,1900.0,50.95,7.316669999999999,
10164.0,L6,16300.0,Fell,1829.0,33.01667,-83.96667,
10166.0,Stone-uncl,,Fell,1944.0,28.25,7.0,
10177.0,Howardite,650.0,Fell,1868.0,34.48333,-87.83333,
52412.0,L5,23000.0,Fell,1945.0,31.475559999999998,113.56693999999999,
10836.0,L5,11620.0,Fell,1882.0,33.18333,130.2,
10838.0,Stone-uncl,,Fell,1654.0,55.333330000000004,10.33333,
10839.0,L6,4000.0,Fell,1822.0,25.95,80.81667,
10840.0,Stone-uncl,2500.0,Fell,1977.0,32.9,115.9,
10846.0,H6,132.7,Fell,1826.0,44.3,0.4,
10848.0,LL6,36.1,Fell,1952.0,7.05,12.43333,
10849.0,EH3/4-an,28.0,Fell,1952.0,7.05,12.43333,
10850.0,H4,5000.0,Fell,1995.0,51.68333,30.78333,
10851.0,L6,6400.0,Fell,1897.0,27.35,68.53333,
10854.0,H5,,Fell,1960.0,11.65,-2.1833299999999998,
10860.0,"Iron, IIE",380.0,Fell,1917.0,27.883329999999997,68.53333,
10861.0,Diogenite-pm,102.0,Fell,1950.0,41.68333,-112.13333,
44882.0,L6,4162.0,Fell,1984.0,12.85,11.03333,
10866.0,H5,,Fell,2000.0,14.15083,-2.04167,
10870.0,H5,725.0,Fell,1950.0,12.91667,11.91667,
10914.0,L6,14290.0,Fell,1909.0,35.53333,136.88333,
10917.0,L6,18000.0,Fell,1853.0,37.31667,13.566670000000002,
10919.0,L6,480.0,Fell,1947.0,9.6,9.91667,
10923.0,L/LL5,670.0,Fell,1990.0,52.2,6.86667,
10924.0,H5-6,1303.0,Fell,1939.0,-7.25,107.7,
10926.0,H4,152000.0,Fell,1918.0,57.35,37.61667,
10930.0,L6,767.0,Fell,1991.0,52.45972,-0.3,
10936.0,H5,1750.0,Fell,1879.0,50.66667,16.76667,
10948.0,H6,1600.0,Fell,1865.0,24.23333,89.05,
10949.0,H3.7,3618.0,Fell,1974.0,48.28333,38.08333,
10956.0,L6,9000.0,Fell,1964.0,42.9,2.25,
11196.0,L5,45.5,Fell,1976.0,60.666669999999996,11.0,
50911.0,H5,215.0,Fell,2009.0,43.2,-79.61667,
11206.0,CV3,3500.0,Fell,1861.0,43.66667,45.38333,
11207.0,H5,10500.0,Fell,1837.0,49.26667,18.71667,
11208.0,L6,8000.0,Fell,1881.0,46.35,30.58333,
11426.0,H4,1000.0,Fell,1841.0,51.93333,15.5,
11429.0,H5,690.0,Fell,1910.0,52.86666999999999,16.633329999999997,
11432.0,H6,22000.0,Fell,1932.0,-33.0,-58.61666999999999,
11435.0,H5,2910.0,Fell,1996.0,39.80417,122.76388999999999,
11436.0,L6,,Fell,1983.0,24.1,105.0,
11437.0,L6,1900.0,Fell,1980.0,37.1,118.4,
11439.0,H6,39000.0,Fell,1892.0,38.73333,-6.0166699999999995,
11440.0,Stone-uncl,1915.0,Fell,1891.0,43.76667,20.23333,
11442.0,L5,288.0,Fell,1972.0,13.5,-0.68333,
11443.0,LL5,968.0,Fell,1949.0,9.91667,13.983329999999999,
11448.0,H5,2449.0,Fell,1982.0,22.98333,76.05,
11449.0,CBa,100000.0,Fell,1984.0,11.49167,11.65833,
11450.0,H5,5700.0,Fell,1904.0,42.9,24.7,
11464.0,L6,28.0,Fell,1814.0,13.78333,78.56667,
11465.0,H4/5,34650.0,Fell,1981.0,9.36667,42.41667,
11466.0,H3/4,1000.0,Fell,1851.0,51.91667,8.38333,
11467.0,OC,1320.0,Fell,1930.0,35.0,127.5,
11468.0,H?,0.2,Fell,1817.0,35.65,139.33333000000002,
11472.0,H3-6,9000.0,Fell,1934.0,50.31667,3.7333300000000005,
11479.0,L3.4,1456.0,Fell,1944.0,57.816669999999995,16.23333,
11485.0,LL4,3710.0,Fell,1959.0,41.38333,-86.6,
11824.0,Eucrite-mmict,1000.0,Fell,1878.0,26.8,82.53333,
11829.0,CM2,315.0,Fell,1921.0,28.383329999999997,75.78333,
11830.0,L6,8360.0,Fell,1961.0,32.675,-94.51167,
11842.0,L6,680.0,Fell,1859.0,38.25,-86.16667,
11848.0,H4,1110.6,Fell,1910.0,35.2945,136.70033,
11852.0,"Iron, IAB-sHL",1250.0,Fell,1890.0,28.95,0.81667,
11855.0,Stone-uncl,29000.0,Fell,1628.0,51.65,-1.51667,
11859.0,Ureilite,1544.0,Fell,1971.0,60.24556,22.06194,
11869.0,H5,3500.0,Fell,1922.0,55.46666999999999,13.78333,
11870.0,L3.7-6,6100.0,Fell,1910.0,27.33333,35.66667,
11875.0,H5,1000.0,Fell,1857.0,10.0,-84.1,
11878.0,H5,20000.0,Fell,1869.0,59.85,17.66667,
11883.0,H5,750.0,Fell,1897.0,33.6,130.43333,
11884.0,L6,4500.0,Fell,1804.0,55.9,-4.2333300000000005,
11889.0,H5,414.0,Fell,2003.0,34.45,132.38333,
44714.0,H6,167.7,Fell,2003.0,1.345,31.47278,
11893.0,L4,305.5,Fell,1954.0,64.43333,21.2,
11894.0,L/LL6,220000.0,Fell,1912.0,34.9,-110.18333,
11895.0,Stone-uncl,1415.0,Fell,1923.0,9.06667,38.41667,
11901.0,L5,230000.0,Fell,1875.0,41.8,-91.86667,
11904.0,L5,2420.0,Fell,1825.0,21.3,-157.86667,
11913.0,L6,180.0,Fell,1956.0,35.66667,115.5,
11915.0,OC,266.1,Fell,1963.0,39.35,-100.45,
11916.0,"Iron, IID",49000.0,Fell,1751.0,46.1,16.33333,
54719.0,H5,1600.0,Fell,2010.0,26.46469,106.63241000000001,
11986.0,H6,112.0,Fell,1877.0,50.3,8.91667,
11989.0,EL6,14000.0,Fell,1901.0,61.183330000000005,22.683329999999998,
11992.0,Diogenite,2000.0,Fell,1870.0,52.28333,7.7,
11993.0,Eucrite-mmict,2500.0,Fell,1957.0,-20.0,-45.0,
11994.0,OC,,Fell,1949.0,38.0,35.0,
11995.0,H6,3973.0,Fell,1936.0,58.2,82.93333,
12000.0,H5,3457.0,Fell,1956.0,-32.1,28.33333,
12003.0,H5,1200.0,Fell,1977.0,-23.2,-51.83333,
12004.0,H6,7330.0,Fell,1975.0,-6.03333,145.36667,
12027.0,EH4,27000.0,Fell,1891.0,39.75,46.66667,
12028.0,L6,880.0,Fell,1917.0,39.08333,-94.4,
12037.0,L6,3000.0,Fell,1963.0,41.0,112.0,
12039.0,L5,4576.0,Fell,1977.0,53.415,-111.3375,
12043.0,H6,7000.0,Fell,1972.0,-25.5,-54.5,
12049.0,H,1300.0,Fell,1954.0,-8.93333,33.8,
12053.0,H5,3050.0,Fell,1928.0,-31.183329999999998,-57.95,
12056.0,H5,2024.0,Fell,1879.0,-3.4,-44.33333,
12058.0,EH7-an,4720.0,Fell,1990.0,26.59083,-12.952169999999999,
12063.0,CI1,704.5,Fell,1938.0,-8.41667,32.43333,
12065.0,L6,48000.0,Fell,1903.0,-32.5,21.9,
